canto_coding_id,region,division,subregion,area_kingdom,culture,language,people,song,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
1849,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Kaniyan Pattu,10.85,76.27,0.62,0.15,0.38,1.0,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.38,0.54,0.46,0.08,0.54,0.54,0.77,0.31,0.69,0.77,1.0,1.0,0.38,1.0,0.54,0.08,0.31,0.08,0.08,0.31,0.54,0.54
1850,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Tiruwadirakali,10.85,76.27,0.46,0.23,0.38,0.54,0.54,0.77,0.31,0.08,0.77,0.54,0.46,0.23,0.46,0.23,0.69,0.46,0.54,0.23,0.08,0.77,0.54,0.08,0.54,0.69,0.31,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.62,0.54,0.54,0.54,0.31
1851,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Kuŕavarkaḷi: Nāgachuṭṭu,10.85,76.27,0.62,0.23,0.46,1.0,0.77,1.0,0.54,1.0,0.77,0.54,0.46,0.23,0.46,0.23,0.69,0.85,0.54,1.0,0.08,0.54,0.54,0.62,0.31,0.77,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.31
1852,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Kuravarkali: Ganapati Stotram,10.85,76.27,0.73,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.15,0.42,0.08,0.08,0.54,0.31,0.62,0.31,0.85,0.54,0.69,1.0,0.38,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.08
3754,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Kandanenum Peyaril,10.85,76.27,0.15,0.62,0.38,0.31,0.08,0.08,1.0,0.54,1.0,0.31,0.46,0.08,0.46,0.46,0.69,0.77,0.77,0.85,0.08,0.77,0.31,0.08,0.08,0.69,0.54,0.38,1.0,0.38,0.08,0.31,0.08,0.77,0.35,0.08,0.77,0.77,0.08
3755,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Pahan Chunariya,10.85,76.27,0.15,0.15,0.38,0.31,0.08,0.08,1.0,0.54,1.0,0.31,0.46,0.08,0.46,0.54,0.69,0.23,0.77,0.08,0.85,0.77,0.31,0.08,0.08,0.69,0.54,1.0,1.0,0.69,0.08,0.31,0.08,0.42,0.23,0.08,0.08,0.54,0.08
9193,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Villadichanpattu,10.85,76.27,,0.0,0.31,0.0,0.0,0.0,0.31,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9347,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Thukkiya Thiruvadi ,10.85,76.27,0.15,0.77,0.85,0.31,0.08,0.08,1.0,0.31,0.31,1.0,0.85,0.08,0.85,0.69,0.69,0.77,0.77,0.08,0.69,1.0,0.31,0.08,0.08,0.85,0.77,1.0,1.0,0.69,0.08,1.0,0.08,1.0,0.23,0.31,0.31,1.0,1.0
845,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Toda Folk Song,21.14,79.08,0.69,0.23,0.38,0.54,0.77,0.77,1.0,0.54,1.0,0.54,0.46,0.23,0.35,0.85,0.69,0.92,0.54,0.85,0.08,0.54,0.77,0.08,0.77,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.54,0.54,0.31
4456,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Song of Welcome,11.49,76.73,0.69,0.23,0.77,0.54,0.77,1.0,0.54,1.0,0.77,0.77,0.69,0.23,0.69,0.23,0.69,0.92,0.54,1.0,0.69,0.77,0.77,0.08,0.77,0.69,0.54,1.0,1.0,0.38,0.54,0.77,0.54,0.77,0.46,0.31,0.54,0.54,0.77
4457,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Toda Women,11.49,76.73,0.69,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,1.0,0.69,0.23,0.08,0.08,0.69,0.92,0.31,1.0,0.69,0.54,0.77,0.08,1.0,0.69,0.77,1.0,0.08,0.38,0.08,1.0,0.54,1.0,0.62,0.31,0.54,0.31,0.54
4458,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Toda Children,11.49,76.73,0.46,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.77,0.46,0.31,0.08,0.08,0.69,0.92,0.77,1.0,0.31,0.54,0.77,0.08,0.77,0.69,0.54,1.0,0.08,0.38,0.54,0.77,0.54,0.77,0.46,0.31,0.54,0.54,0.77
4459,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Toda Woman,11.49,76.73,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,0.69,0.08,0.08,0.08,0.69,0.92,0.54,1.0,0.69,0.54,0.77,0.08,1.0,0.69,0.54,0.69,0.08,0.38,0.08,1.0,0.54,0.77,0.46,0.54,0.31,0.31,0.77
4460,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Wedding Song,11.49,76.73,0.81,0.23,0.46,0.54,0.77,0.77,0.54,1.0,0.77,1.0,0.46,0.23,0.46,0.23,0.69,0.69,0.88,0.85,1.0,0.54,0.77,0.08,1.0,0.85,0.77,1.0,1.0,0.38,0.54,1.0,0.08,0.77,0.46,0.54,0.54,0.31,0.77
4461,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Farewell Song After Wedding,11.49,76.73,0.69,0.69,0.62,0.54,0.77,0.77,0.77,0.77,0.54,1.0,0.46,0.23,0.23,0.38,0.69,0.92,0.54,1.0,0.69,0.31,0.77,0.08,1.0,0.85,0.77,1.0,0.38,0.38,0.54,1.0,0.08,0.77,0.62,0.54,0.54,0.31,0.77
4462,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Post Wedding Circle Dance,11.49,76.73,0.46,0.23,0.46,0.54,1.0,0.77,0.54,1.0,0.54,1.0,0.46,0.23,0.46,0.23,0.69,0.92,0.77,0.85,0.31,0.54,0.77,0.08,0.77,0.69,0.77,1.0,1.0,0.69,0.08,1.0,0.54,0.42,0.46,0.54,0.31,0.31,0.77
4463,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Nug Orschtet,11.49,76.73,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,0.69,0.08,0.08,0.08,0.69,0.92,0.31,1.0,0.69,0.54,0.77,0.08,0.77,0.69,0.31,1.0,0.08,1.0,0.08,1.0,0.54,0.77,0.62,0.31,0.31,0.54,0.77
